package_name,target_sdk,min_sdk,package_len,dangerous_permissions_count,has_hardcoded_secret,exported_components_count,debuggable,api_getDeviceId_count,api_sendSms_count,network_domains_count,domain_entropy,uses_http,label
com.example.app104,21,17,18,6,0,6,0,3,1,0,3.522,0,1
com.example.app105,28,15,18,4,0,2,0,1,0,2,3.416,0,0
com.example.app106,23,21,18,1,0,1,0,2,0,4,3.804,0,0
com.example.app107,21,15,18,2,0,0,0,1,1,7,3.518,0,0
com.example.app108,26,19,18,5,0,2,0,2,1,4,2.114,0,1
com.example.app109,19,15,18,4,0,6,0,1,0,0,3.243,0,1
com.example.app110,23,18,18,3,0,6,0,1,0,0,3.091,0,1
com.example.app111,21,17,18,6,0,3,0,2,1,2,4.003,0,1
com.example.app112,29,15,18,1,0,4,0,0,1,5,2.554,0,0
com.example.app113,21,19,18,8,0,6,0,3,1,2,2.591,1,1
com.example.app114,26,16,18,1,0,6,0,2,1,9,3.122,0,1
com.example.app115,29,21,18,2,0,3,0,1,0,0,2.88,1,1
com.example.app116,31,18,18,0,0,2,1,4,1,9,3.485,0,1
com.example.app117,19,18,18,5,0,4,0,0,0,5,4.456,1,1
com.example.app118,23,15,18,7,0,4,0,0,0,4,2.969,0,1
com.example.app119,19,21,18,1,0,4,0,1,1,10,4.411,0,0
com.example.app120,23,17,18,2,0,2,0,3,0,9,3.772,1,1
com.example.app121,30,21,18,2,0,6,0,4,1,1,3.615,0,1
com.example.app122,29,15,18,4,0,1,0,3,0,2,2.387,0,0
com.example.app123,21,19,18,8,1,2,0,5,1,2,3.206,0,1
com.example.app124,23,21,18,0,0,5,0,4,1,7,2.585,0,1
com.example.app125,31,16,18,7,0,2,0,2,0,2,4.042,0,1
com.example.app126,23,17,18,7,0,4,0,3,1,1,2.713,0,1
com.example.app127,28,18,18,2,0,0,0,1,0,5,4.326,0,0
com.example.app128,30,19,18,3,0,0,0,0,1,10,2.838,1,0
com.example.app129,19,17,18,2,0,3,0,0,0,4,2.539,1,1
com.example.app130,30,15,18,3,0,0,0,3,1,1,2.277,0,0
com.example.app131,19,21,18,3,0,2,0,3,0,6,2.468,0,0
com.example.app132,29,15,18,8,0,4,0,1,0,10,2.967,0,1
com.example.app133,19,17,18,5,0,5,0,3,1,5,2.334,0,1
com.example.app134,29,21,18,7,0,3,0,4,0,7,2.092,0,1
com.example.app135,26,15,18,4,0,6,0,1,1,3,2.715,0,1
com.example.app136,19,21,18,4,0,2,0,2,0,6,2.848,0,0
com.example.app137,31,17,18,4,0,5,0,2,1,2,3.364,0,1
com.example.app138,21,17,18,4,0,5,0,3,0,0,3.817,0,1
com.example.app139,30,17,18,1,0,3,0,4,1,0,2.357,0,0
com.example.app140,31,15,18,1,0,5,0,1,1,9,2.384,0,0
com.example.app141,29,17,18,1,0,4,0,1,0,1,2.065,0,0
com.example.app142,30,19,18,4,0,5,0,4,0,7,2.5,1,1
com.example.app143,21,18,18,7,0,6,0,4,0,5,3.774,0,1
com.example.app144,28,17,18,2,0,4,0,4,1,3,3.976,1,1
com.example.app145,29,18,18,2,0,0,1,1,1,7,3.314,0,0
com.example.app146,21,16,18,1,0,5,0,0,1,8,3.599,0,0
com.example.app147,23,18,18,0,0,4,0,0,0,3,2.865,0,0
com.example.app148,28,15,18,3,0,4,0,3,1,1,3.256,1,1
com.example.app149,23,16,18,0,0,0,0,4,1,4,3.628,0,0
com.example.app150,30,19,18,7,0,4,0,4,0,10,3.015,0,1
com.example.app151,19,16,18,6,0,1,0,0,1,5,3.835,0,0
com.example.app152,30,16,18,8,0,2,0,0,0,2,2.242,0,1
com.example.app153,30,19,18,3,0,1,0,4,1,3,3.908,0,0
com.example.app154,31,18,18,7,1,3,0,6,0,5,2.922,0,1
com.example.app155,31,17,18,0,0,3,0,1,0,6,2.915,0,0
com.example.app156,26,17,18,4,1,4,0,4,1,9,4.501,1,1
com.example.app157,21,18,18,5,0,2,0,0,1,8,2.101,1,1
com.example.app158,29,18,18,7,0,4,0,4,0,6,4.477,0,1
com.example.app159,28,19,18,8,0,4,0,2,0,0,2.921,0,1
com.example.app160,30,19,18,0,0,2,0,3,1,9,2.569,1,0
com.example.app161,31,16,18,6,0,5,0,2,1,3,2.047,0,1
com.example.app162,23,18,18,6,0,4,0,4,1,0,3.764,0,1
com.example.app163,29,21,18,8,0,1,0,2,1,10,3.93,0,1
com.example.app164,28,19,18,3,0,2,0,1,1,4,3.928,0,0
com.example.app165,31,17,18,5,0,6,0,1,1,8,2.949,0,1
com.example.app166,29,16,18,0,0,5,1,4,1,7,2.535,0,1
com.example.app167,28,19,18,2,1,5,0,3,1,8,3.364,0,1
com.example.app168,21,18,18,7,1,6,0,6,1,2,3.817,0,1
com.example.app169,31,18,18,4,0,5,1,3,1,3,3.338,0,1
com.example.app170,19,16,18,2,0,0,0,1,0,4,4.192,1,0
com.example.app171,21,17,18,7,0,4,0,4,0,8,3.17,0,1
com.example.app172,21,17,18,7,0,5,0,3,1,9,3.686,0,1
com.example.app173,30,18,18,5,1,5,0,6,0,3,2.817,0,1
com.example.app174,31,17,18,4,0,4,1,3,1,0,3.669,0,1
com.example.app175,23,18,18,4,0,5,0,1,1,3,4.393,0,1
com.example.app176,31,21,18,6,0,3,0,4,1,3,3.701,0,1
com.example.app177,21,19,18,8,0,0,0,0,1,8,2.505,0,0
com.example.app178,23,17,18,7,1,1,0,4,1,7,4.822,0,1
com.example.app179,30,18,18,8,0,6,0,0,0,0,3.865,0,1
com.example.app180,19,18,18,1,0,0,0,0,1,0,2.718,1,0
com.example.app181,23,21,18,5,0,3,0,4,0,1,3.707,0,1
com.example.app182,23,21,18,1,0,4,0,0,1,0,3.89,0,0
com.example.app183,31,21,18,6,0,6,0,2,0,3,4.344,0,1
com.example.app184,21,15,18,0,0,0,0,0,1,0,2.612,1,0
com.example.app185,31,16,18,3,0,6,1,2,0,9,2.797,0,1
com.example.app186,29,16,18,2,0,4,0,1,0,9,4.199,0,0
com.example.app187,30,19,18,0,0,5,0,3,0,6,3.021,0,0
com.example.app188,23,19,18,3,0,2,0,0,0,0,3.406,0,0
com.example.app189,23,18,18,4,0,5,1,2,0,8,3.811,0,1
com.example.app190,28,18,18,1,0,6,0,3,0,3,4.174,0,1
com.example.app191,19,16,18,1,0,6,0,1,1,3,2.992,0,1
com.example.app192,29,17,18,7,0,2,0,1,1,7,2.247,0,1
com.example.app193,31,17,18,5,0,0,0,1,0,4,3.383,0,0
com.example.app194,30,17,18,3,0,3,0,1,1,10,2.844,0,0
com.example.app195,31,21,18,7,0,6,0,0,1,2,4.292,0,1
com.example.app196,19,19,18,1,0,5,1,0,0,10,2.579,0,1
com.example.app197,19,16,18,7,0,4,0,4,1,10,3.22,1,1
com.example.app198,30,15,18,8,0,4,0,0,1,10,3.076,0,1
com.example.app199,23,15,18,8,0,1,0,1,0,6,2.198,0,1
com.example.app200,31,19,18,3,0,6,0,3,1,0,2.234,0,1
com.example.app201,31,15,18,2,1,6,0,5,1,1,5.037,0,1
com.example.app202,26,16,18,4,1,0,0,3,1,10,2.882,0,1
com.example.app203,29,15,18,2,0,5,0,4,0,9,2.601,0,1
com.example.app204,30,21,18,5,0,5,0,4,1,8,3.864,0,1
com.example.app205,21,18,18,1,0,6,0,2,1,5,2.074,0,1
com.example.app206,31,18,18,5,0,3,0,3,1,1,3.93,0,1
com.example.app207,26,21,18,1,0,3,0,3,1,5,2.902,1,1
com.example.app208,28,18,18,4,1,0,0,4,1,6,3.058,1,1
com.example.app209,21,19,18,6,1,3,0,2,1,3,4.23,1,1
com.example.app210,30,16,18,4,0,3,0,0,0,4,3.211,1,1
com.example.app211,28,16,18,3,0,1,0,4,0,9,2.95,0,0
com.example.app212,31,17,18,2,0,4,0,1,0,6,4.422,0,0
com.example.app213,31,19,18,5,0,6,0,1,1,3,3.481,0,1
com.example.app214,19,21,18,3,0,2,0,0,1,6,3.682,1,1
com.example.app215,28,16,18,2,0,6,0,2,1,9,3.002,0,1
com.example.app216,30,19,18,5,0,6,0,3,0,3,3.644,0,1
com.example.app217,19,19,18,5,0,3,0,0,0,8,3.395,0,0
com.example.app218,26,18,18,6,0,5,0,2,0,0,3.207,0,1
com.example.app219,21,15,18,5,0,3,0,2,0,1,3.095,0,1
com.example.app220,29,15,18,0,0,0,1,1,0,2,4.325,0,0
com.example.app221,23,19,18,5,0,3,0,2,0,10,3.643,0,1
com.example.app222,26,18,18,6,1,1,0,5,1,1,4.243,0,1
com.example.app223,23,17,18,3,0,2,0,2,1,5,3.492,0,0
com.example.app224,21,17,18,7,0,6,0,4,1,9,2.212,1,1
com.example.app225,21,16,18,1,0,5,0,1,1,9,2.959,0,0
com.example.app226,23,19,18,7,0,1,0,2,0,5,4.38,0,1
com.example.app227,26,18,18,8,0,3,0,2,1,7,2.418,0,1
com.example.app228,26,17,18,4,0,2,0,2,1,7,3.374,1,1
com.example.app229,21,17,18,5,0,6,1,3,1,6,2.256,0,1
com.example.app230,26,17,18,7,0,6,0,2,1,3,2.525,0,1
com.example.app231,29,21,18,2,0,6,0,1,0,5,3.331,0,1
com.example.app232,23,17,18,4,0,6,0,4,1,2,4.407,0,1
com.example.app233,19,17,18,2,0,5,0,1,1,6,3.224,0,1
com.example.app234,28,21,18,6,0,5,0,3,0,4,3.737,0,1
com.example.app235,31,18,18,0,0,6,0,3,0,10,3.743,0,1
com.example.app236,30,16,18,3,0,2,0,1,1,9,4.131,0,0
com.example.app237,19,15,18,7,1,6,0,4,1,6,3.306,0,1
com.example.app238,23,21,18,2,0,2,0,1,0,10,4.26,1,1
com.example.app239,30,21,18,3,0,0,0,0,0,2,3.484,0,0
com.example.app240,31,15,18,5,0,6,0,0,0,6,2.223,0,1
com.example.app241,21,17,18,4,0,6,0,4,1,10,2.357,0,1
com.example.app242,19,19,18,7,0,1,0,0,0,10,3.106,0,0
com.example.app243,21,16,18,6,0,3,0,0,0,1,2.62,0,1
com.example.app244,28,21,18,4,0,4,0,3,0,0,3.96,0,1
com.example.app245,26,18,18,1,0,5,0,2,1,5,4.335,1,1
com.example.app246,30,17,18,2,0,6,1,2,0,3,2.1,1,1
com.example.app247,30,19,18,8,0,3,0,0,1,9,2.382,1,1
com.example.app248,21,19,18,2,0,3,0,3,1,10,2.165,0,0
com.example.app249,26,15,18,1,0,0,0,3,0,10,3.852,1,0
com.example.app250,23,21,18,2,0,2,0,3,1,2,2.93,0,0
com.example.app251,28,21,18,0,0,3,0,0,1,9,3.569,0,0
com.example.app252,29,15,18,2,0,2,0,4,1,1,2.571,0,0
com.example.app253,19,15,18,0,0,3,0,0,1,0,3.382,0,0
com.example.app254,30,16,18,3,0,5,0,4,1,1,3.255,0,1
com.example.app255,23,16,18,0,0,0,0,4,1,4,2.818,0,0
com.example.app256,19,17,18,4,0,2,0,1,0,7,4.494,0,0
com.example.app257,26,16,18,6,1,4,0,6,1,5,2.804,0,1
com.example.app258,28,15,18,8,0,3,0,0,1,4,2.233,0,1
com.example.app259,30,21,18,7,0,0,0,2,1,6,2.187,0,0
com.example.app260,30,21,18,3,0,6,0,4,1,5,2.795,0,1
com.example.app261,21,16,18,1,0,1,0,1,0,5,4.412,0,0
com.example.app262,28,18,18,1,1,6,0,6,1,0,3.338,0,1
com.example.app263,23,15,18,5,0,0,0,1,1,0,4.38,0,0
com.example.app264,26,15,18,1,0,1,0,0,1,3,2.327,0,0
com.example.app265,29,21,18,4,0,0,1,0,1,7,4.023,1,1
com.example.app266,29,15,18,7,1,4,0,5,0,6,4.508,1,1
com.example.app267,26,16,18,4,0,1,1,3,0,4,3.247,0,1
com.example.app268,31,15,18,4,0,3,0,4,1,10,4.485,0,1
com.example.app269,19,18,18,7,0,3,0,2,0,4,2.45,0,1
com.example.app270,26,15,18,0,0,3,0,3,1,2,2.25,0,0
com.example.app271,28,19,18,3,0,6,0,4,1,2,2.44,0,1
com.example.app272,29,19,18,5,0,4,0,4,1,7,3.355,1,1
com.example.app273,19,15,18,3,0,0,0,0,1,3,4.016,0,0
com.example.app274,23,17,18,0,0,5,0,3,1,5,4.401,0,0
com.example.app275,30,19,18,5,0,1,0,3,0,10,4.402,0,0
com.example.app276,23,21,18,5,0,4,0,1,1,4,2.318,0,1
com.example.app277,30,19,18,2,0,6,0,1,1,7,2.352,0,1
com.example.app278,26,17,18,2,0,0,0,3,1,5,3.117,0,0
com.example.app279,26,21,18,5,0,0,0,0,0,6,4.423,0,0
com.example.app280,31,18,18,8,0,6,0,4,1,10,2.564,0,1
com.example.app281,19,17,18,5,0,0,1,0,0,1,3.368,0,1
com.example.app282,21,17,18,0,0,5,0,4,0,1,2.828,0,1
com.example.app283,30,21,18,8,0,2,0,0,0,8,4.1,1,1
com.example.app284,29,15,18,1,0,5,0,2,0,3,2.427,0,0
com.example.app285,21,18,18,4,0,3,0,3,0,8,2.969,0,1
com.example.app286,30,17,18,7,1,3,0,3,0,0,3.178,0,1
com.example.app287,21,15,18,8,0,6,0,2,1,8,3.047,0,1
com.example.app288,31,19,18,7,0,3,0,3,1,8,4.001,0,1
com.example.app289,23,15,18,2,0,1,0,4,0,6,2.196,0,0
com.example.app290,26,21,18,4,0,5,0,0,0,6,3.38,0,1
com.example.app291,31,15,18,6,1,1,0,4,1,1,5.112,0,1
com.example.app292,21,17,18,5,0,2,0,2,1,0,2.43,0,1
com.example.app293,30,15,18,5,0,0,0,4,1,0,2.845,0,0
com.example.app294,28,17,18,1,0,1,0,4,0,5,2.674,0,0
com.example.app295,21,16,18,3,0,3,0,3,1,0,3.288,1,1
com.example.app296,28,21,18,6,0,6,0,2,0,3,4.092,0,1
com.example.app297,31,15,18,3,0,6,0,1,1,10,2.076,0,1
com.example.app298,31,16,18,8,0,1,0,1,1,1,2.713,0,1
com.example.app299,23,19,18,3,0,5,0,3,1,10,2.022,0,1
com.example.app300,23,19,18,3,0,6,0,3,1,4,3.06,0,1
com.example.app301,29,18,18,3,0,5,0,3,1,0,3.279,0,1
com.example.app302,29,19,18,4,0,3,1,4,1,4,2.653,0,1
com.example.app303,28,16,18,8,0,0,0,4,1,10,2.799,1,1
com.example.app304,19,21,18,4,0,3,0,3,1,9,4.04,0,1
com.example.app305,26,21,18,7,0,5,0,1,0,10,4.191,0,1
com.example.app306,21,18,18,4,0,4,0,0,1,5,3.636,0,1
com.example.app307,26,21,18,6,0,2,0,2,0,1,3.176,0,1
com.example.app308,21,18,18,8,1,5,0,3,0,2,3.143,0,1
com.example.app309,30,19,18,2,0,5,0,0,0,2,2.784,1,1
com.example.app310,31,17,18,2,0,1,0,3,0,9,3.084,0,0
com.example.app311,30,18,18,0,1,1,0,6,1,8,3.276,0,1
com.example.app312,26,16,18,4,0,3,0,1,0,0,2.746,0,0
com.example.app313,29,18,18,5,0,3,0,0,1,6,2.048,0,0
com.example.app314,23,16,18,8,0,2,0,3,0,10,2.639,0,1
com.example.app315,19,19,18,1,0,0,1,0,0,1,3.368,0,0
com.example.app316,23,16,18,4,0,0,0,1,1,2,3.047,0,0
com.example.app317,21,17,18,1,0,4,0,1,1,3,2.895,0,0
com.example.app318,23,15,18,7,0,5,0,1,0,10,2.223,1,1
com.example.app319,31,16,18,8,1,5,0,3,0,4,3.46,1,1
com.example.app320,23,15,18,5,0,2,0,0,1,0,2.024,1,1
com.example.app321,23,17,18,7,0,2,0,0,1,2,2.285,0,1
com.example.app322,31,17,18,7,0,5,0,0,0,0,4.454,0,1
com.example.app323,21,18,18,7,0,3,0,3,1,2,3.208,0,1
com.example.app324,30,18,18,1,0,2,1,4,1,9,3.809,0,1
com.example.app325,29,19,18,1,0,5,0,1,1,6,2.372,0,0
com.example.app326,19,15,18,8,0,6,0,0,1,5,2.602,0,1
com.example.app327,19,19,18,8,0,3,0,0,0,9,3.12,0,1
com.example.app328,31,17,18,7,0,0,0,2,1,0,4.065,0,0
com.example.app329,28,19,18,3,0,3,0,1,0,3,4.111,0,0
com.example.app330,31,21,18,7,1,6,0,2,0,10,5.211,0,1
com.example.app331,29,21,18,0,0,3,0,3,1,1,2.636,0,0
com.example.app332,21,18,18,7,0,1,0,0,0,10,4.094,0,0
com.example.app333,31,18,18,2,0,0,0,0,1,9,3.207,0,0
com.example.app334,23,21,18,2,1,5,0,6,1,6,3.847,0,1
com.example.app335,26,17,18,5,0,3,0,0,1,8,2.747,0,0
com.example.app336,29,21,18,3,0,4,0,3,1,2,4.453,0,1
com.example.app337,23,19,18,5,0,6,0,2,1,10,3.775,0,1
com.example.app338,28,18,18,8,1,3,0,5,0,2,5.259,0,1
com.example.app339,23,15,18,3,0,0,0,2,1,10,3.849,0,0
com.example.app340,30,16,18,4,0,0,0,1,1,10,2.782,0,0
com.example.app341,19,21,18,3,0,6,0,2,0,10,3.762,0,1
com.example.app342,26,21,18,4,0,5,1,4,1,1,2.943,0,1
com.example.app343,28,16,18,4,1,3,0,2,0,5,4.292,0,1
com.example.app344,28,18,18,5,1,5,0,3,0,1,4.766,1,1
com.example.app345,30,15,18,3,0,5,0,1,0,9,3.326,0,1
com.example.app346,19,15,18,7,0,5,0,3,1,10,4.214,0,1
com.example.app347,21,18,18,8,0,0,0,4,0,8,3.114,1,1
com.example.app348,26,17,18,1,0,1,0,3,1,10,2.164,0,0
com.example.app349,26,21,18,1,0,6,0,4,1,10,4.042,1,1
com.example.app350,23,15,18,5,1,0,1,5,1,9,4.854,0,1
com.example.app351,30,18,18,6,0,0,0,0,0,9,2.158,0,0
com.example.app352,19,21,18,5,0,0,0,3,1,4,3.913,0,0
com.example.app353,30,21,18,7,0,1,0,1,1,8,2.737,0,1
com.example.app354,28,21,18,0,0,4,0,0,1,6,3.343,0,0
com.example.app355,28,16,18,3,0,5,0,0,0,9,4.087,0,1
com.example.app356,23,21,18,8,0,4,1,3,0,3,3.814,0,1
com.example.app357,29,17,18,3,1,4,1,2,0,5,4.341,0,1
com.example.app358,23,19,18,5,0,1,1,1,0,10,3.09,0,1
com.example.app359,23,21,18,7,0,2,0,2,0,10,3.517,0,1
com.example.app360,23,19,18,4,0,5,1,0,0,8,3.579,0,1
com.example.app361,30,19,18,0,0,4,0,2,1,2,2.915,0,0
com.example.app362,28,16,18,8,0,3,0,0,0,9,3.71,0,1
com.example.app363,23,18,18,2,0,4,0,4,1,7,4.348,1,1
com.example.app364,31,16,18,4,0,0,0,2,1,6,3.174,0,0
com.example.app365,19,15,18,1,0,4,0,1,1,9,3.361,1,1
com.example.app366,30,17,18,8,0,1,0,1,1,7,3.982,0,1
com.example.app367,19,19,18,7,0,0,0,1,0,2,2.906,0,0
com.example.app368,21,21,18,6,0,5,0,3,0,9,2.403,0,1
com.example.app369,19,16,18,2,0,1,0,2,1,2,2.14,0,0
com.example.app370,23,19,18,0,0,5,0,1,0,7,3.516,0,0
com.example.app371,31,16,18,6,0,6,0,3,1,8,2.661,0,1
com.example.app372,29,18,18,3,0,1,0,1,1,8,3.711,0,0
com.example.app373,21,16,18,0,0,4,0,0,0,2,4.255,0,0
com.example.app374,19,21,18,8,0,6,1,2,0,7,3.974,0,1
com.example.app375,21,18,18,4,0,1,0,0,1,8,3.022,0,0
com.example.app376,19,19,18,1,0,3,0,3,0,5,2.266,0,0
com.example.app377,28,17,18,6,0,4,0,3,1,6,3.38,0,1
com.example.app378,23,17,18,8,0,2,0,3,0,2,4.137,0,1
com.example.app379,26,18,18,1,0,3,0,4,1,10,3.767,1,1
com.example.app380,19,15,18,7,0,3,0,1,0,9,2.094,0,1
com.example.app381,30,19,18,4,0,4,1,3,0,7,3.097,0,1
com.example.app382,28,16,18,8,0,1,0,3,0,10,2.001,1,1
com.example.app383,28,18,18,6,0,1,0,3,0,1,3.374,0,1
com.example.app384,29,17,18,3,0,1,0,2,0,2,3.018,1,1
com.example.app385,21,19,18,5,0,6,0,1,1,9,2.625,0,1
com.example.app386,30,19,18,3,0,6,0,2,1,0,3.205,0,1
com.example.app387,30,21,18,3,0,3,0,2,0,4,2.621,1,1
com.example.app388,29,15,18,2,0,2,0,2,0,10,4.326,0,0
com.example.app389,26,16,18,4,0,1,0,4,0,1,2.3,1,1
com.example.app390,31,19,18,8,0,6,0,3,0,9,4.172,0,1
com.example.app391,28,18,18,2,1,6,0,6,0,5,3.784,0,1
com.example.app392,23,18,18,8,0,5,1,3,0,1,2.814,0,1
com.example.app393,28,16,18,4,0,3,0,1,0,6,2.526,0,0
